Date,longitudeSD,latitudeSD,altitudeSD
2022-07-19,0.007610023391337918,0.004204957487227144,29.34520838174565
2022-07-20,0.0088301601775106,0.016196618936086454,36.779437219864846
2022-07-21,0.00011478774413864355,9.526821329966464e-05,45.14760630589055
2022-07-22,8.47191941705193e-05,0.0001128589902438601,33.151489824038116
2022-07-23,0.023372845685871852,0.007171729987458041,24.25773300856417
2022-07-24,0.00012333342364543673,0.00012203546526923191,35.79555118726189
2022-07-25,0.00812371719282375,0.015807377153370154,51.22432672923366
2022-07-26,0.036314463424563,0.051435229797490094,44.35746587995761
2022-07-27,0.00922971611872393,0.018282429131940926,36.189749251432524
2022-07-28,6.655428507539734e-05,8.006562226124766e-05,22.52365451130217
2022-07-29,0.0024990908595818448,0.0028674274723806755,56.47710076931291
2022-07-30,0.004395059333513793,0.005283624025102434,31.37121044253067
2022-07-31,0.0014117153466442734,0.0015622547011509562,31.543664105323156
2022-08-01,0.009335764413685808,0.017917807438121085,33.01174513273207
2022-08-02,0.0013041798297880943,0.0015854454938935745,23.821321785019073
2022-08-03,0.009292910754645282,0.018328313626454307,40.96091330935877
2022-08-04,0.00011419707592706772,0.00012068583615254981,34.28308334587366
2022-08-05,0.00012984047363228692,0.00013693475530298431,30.762171561478517
2022-08-06,0.0014033912806592048,0.0016231070917893326,41.43669028005079
2022-08-07,0.001311828196257811,0.0011076216108773795,33.66662658704096
2022-08-08,0.008717771538166205,0.016129628570530144,37.1710657433036
2022-08-09,0.0012124935966000918,0.0016962410484787755,43.18889217479682
2022-08-11,0.0014733571215245207,0.0019508082312534275,30.826998445568794
2022-08-12,0.026895359427347165,0.0025126370567394684,33.71012752610587
