Date,longitudeSD,latitudeSD,altitudeSD
2022-08-07,0.01554967027856056,0.003540946573551443,22.606851162957934
2022-08-08,0.028212335350422613,0.007187268417412065,32.96502065432586
2022-08-09,0.002883078970113467,0.006852897048563849,16.045390724320384
2022-08-10,0.023433229357191575,0.0053269672150642565,24.30200999519752
2022-08-11,0.0007906827060272949,0.001810119522719274,367.7644061991579
2022-08-12,0.0022264180023769055,0.006031204584060312,21.868868295694075
2022-08-13,0.001137648454599866,0.00030313439821604113,16.983242167289937
2022-08-14,6.456631323761661e-05,0.00013195478656230418,16.685963789271717
2022-08-15,0.0001760973747708937,0.0001111250804787832,87.72653606289312
2022-08-16,0.026027108109189526,0.007675642902330065,19.867597984918447
2022-08-18,0.00010191681870100526,0.00012178556157814672,24.06170763593362
