Date,longitudeSD,latitudeSD,altitudeSD
2022-07-20,0.004071066034776214,0.010074447026378714,23.108336040531547
2022-07-23,0.3260130932632362,0.022555225932442132,16.4107434165879
2022-07-24,0.01073732063519199,0.017796291528987228,38.282951774500994
2022-07-28,0.0,0.0,0.0
2022-08-01,0.004204158115462186,0.013589321193933624,22.985459475267856
2022-08-02,7.823952873451939e-05,2.9821082700928125e-05,3.38419950311974
2022-08-04,0.0,0.0,0.0
2022-08-06,1.9340692851546424e-05,3.185747005460264e-05,3.037365786001249
2022-08-07,0.0010796691239018952,0.0002899289767435333,22.461132703030426
2022-08-08,0.00019348081043868345,0.00010580576737702073,9.88494840947722
2022-08-17,0.005263452505285849,0.018958316976384764,23.77834533359103
2022-08-18,1.7663978405805474e-05,1.913258828225738e-05,9.926592719671726
2022-09-01,3.743123829083317e-05,5.292476168962821e-05,0.0
2022-09-06,0.0005730687485809037,0.0002270882984348897,19.495578573874802
2022-09-07,6.788225100004748e-06,2.9698484788446018e-06,0.0
2022-09-14,4.6190228295577024e-06,4.275569658799134e-06,0.0
2022-09-18,0.0005918956373853687,0.0001627940218141034,10.700882981609526
2022-09-19,5.965455098793299e-06,8.7518551433908e-06,28.37343258274246
