Date,longitudeSD,latitudeSD,altitudeSD
2022-07-18,0.00015789314102091837,0.00015033305005748176,42.67925852225108
2022-07-19,0.00838699332656576,0.013076513813693095,33.02815402020298
2022-07-20,0.02546808531745211,0.011984234876176014,27.900284560540165
2022-07-21,0.012237788000740296,0.01772117332916939,35.02450670279936
2022-07-22,0.007456577945752819,0.005675942542301952,32.07606183751052
2022-07-23,0.01334666517048729,0.008510109323833235,28.306604419714773
2022-07-24,0.011310016059639019,0.007204990734159447,28.293899410697815
2022-07-25,0.011127332017323152,0.01861642671944297,28.420930988323423
2022-07-26,0.04301251260061189,0.013615374399443162,24.794094468912657
2022-07-27,0.016049484283491004,0.0094652082620295,20.33282922110439
2022-07-28,0.012797507691552398,0.01671762704517374,35.97185873295695
2022-07-29,0.00939750583478927,0.004887098496873902,29.160578831002038
2022-07-30,0.0025019632564120377,0.005077834595044176,14.728717244265408
2022-07-31,0.0005381326723028133,0.0010326301339020258,29.996100230610594
2022-08-01,0.002615336085588438,0.0033999090559923536,18.640581691219047
2022-08-02,0.0009883872297536233,0.002990409937371424,25.854605897493443
2022-08-03,0.0005304554083619719,0.002980178956437287,22.42900596403018
2022-08-04,0.001897527024246851,0.0010540485577766063,32.01661681905663
